"No.","Time","Delta","Source","Destination","Protocol","Length","TCP Segment Len","Time to Live","Info"
"227","11.086049","0.000086","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"228","11.086050","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"229","11.086050","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"230","11.086050","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"231","11.086065","0.000015","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8925 Ack=148078 Win=65536 Len=0"
"232","11.086130","0.000065","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"233","11.086130","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"234","11.086142","0.000012","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8925 Ack=150998 Win=65536 Len=0"
"235","11.086242","0.000100","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"236","11.086242","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"237","11.086243","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"238","11.086243","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"239","11.086257","0.000014","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8925 Ack=156838 Win=65536 Len=0"
"240","11.086340","0.000083","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"241","11.086340","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"242","11.086352","0.000012","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8925 Ack=159758 Win=65536 Len=0"
"243","11.086447","0.000095","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"244","11.086447","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"245","11.086447","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"246","11.086461","0.000014","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8925 Ack=164138 Win=65536 Len=0"
"247","11.086526","0.000065","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"248","11.086526","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"249","11.086526","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"250","11.086539","0.000013","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8925 Ack=168518 Win=65536 Len=0"
"251","11.086611","0.000072","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"252","11.086611","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"253","11.086612","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"254","11.086624","0.000012","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8925 Ack=172898 Win=65536 Len=0"
"255","11.086684","0.000060","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"256","11.086696","0.000012","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8925 Ack=174358 Win=65536 Len=0"
"257","11.086753","0.000057","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"258","11.086753","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"259","11.086754","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"260","11.086766","0.000012","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=8925 Ack=178738 Win=65536 Len=0"
"261","11.086862","0.000096","192.168.1.10","10.0.0.2","SMB2","171","117","128","Read Request Len:1048576 Off:6291456 File: [unknown]"
"262","11.095300","0.008438","10.0.0.2","192.168.1.10","TCP","60","0","127","445  >  49844 [ACK] Seq=178738 Ack=8574 Win=65280 Len=0"
"263","11.095301","0.000001","10.0.0.2","192.168.1.10","TCP","60","0","127","445  >  49844 [ACK] Seq=178738 Ack=8925 Win=64768 Len=0"
"264","11.126422","0.031121","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"265","11.126423","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"266","11.126423","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"267","11.126424","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"268","11.126424","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"269","11.126473","0.000049","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=186038 Win=65536 Len=0"
"270","11.126607","0.000134","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"271","11.126607","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"272","11.126608","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"273","11.126608","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"274","11.126608","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"275","11.126609","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"276","11.126633","0.000024","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=194798 Win=65536 Len=0"
"277","11.126709","0.000076","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"278","11.126709","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"279","11.126710","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"280","11.126710","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"281","11.126728","0.000018","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=200638 Win=65536 Len=0"
"282","11.126800","0.000072","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"283","11.126800","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"284","11.126801","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"285","11.126816","0.000015","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=205018 Win=65536 Len=0"
"286","11.126934","0.000118","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"287","11.126935","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"288","11.126935","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"289","11.126935","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"290","11.126936","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"291","11.126955","0.000019","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=212318 Win=65536 Len=0"
"292","11.127063","0.000108","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"293","11.127063","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"294","11.127064","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"295","11.127064","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"296","11.127081","0.000017","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=218158 Win=65536 Len=0"
"297","11.127164","0.000083","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"298","11.127165","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"299","11.127165","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"300","11.127180","0.000015","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=222538 Win=65536 Len=0"
"301","11.127270","0.000090","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"302","11.127270","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"303","11.127284","0.000014","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=225458 Win=65536 Len=0"
"304","11.127362","0.000078","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"305","11.127362","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"306","11.127363","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"307","11.127363","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"308","11.127380","0.000017","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=231298 Win=65536 Len=0"
"309","11.127495","0.000115","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"310","11.127496","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"311","11.127496","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"312","11.127496","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"313","11.127514","0.000018","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=237138 Win=65536 Len=0"
"314","11.127584","0.000070","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"315","11.127584","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"316","11.127585","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"317","11.127600","0.000015","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=241518 Win=65536 Len=0"
"318","11.127687","0.000087","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"319","11.127699","0.000012","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=242978 Win=65536 Len=0"
"320","11.165555","0.037856","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"321","11.165556","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"322","11.165556","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"323","11.165556","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"324","11.165600","0.000044","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=248818 Win=65536 Len=0"
"325","11.165759","0.000159","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"326","11.165760","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"327","11.165760","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"328","11.165760","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"329","11.165761","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"330","11.165761","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"331","11.165784","0.000023","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=257578 Win=65536 Len=0"
"332","11.165878","0.000094","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"333","11.165880","0.000002","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"334","11.165881","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"335","11.165881","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"336","11.165907","0.000026","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=263418 Win=65536 Len=0"
"337","11.165984","0.000077","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"338","11.165985","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"339","11.165985","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"340","11.166001","0.000016","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=267798 Win=65536 Len=0"
"341","11.166116","0.000115","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"342","11.166117","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"343","11.166117","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"344","11.166117","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"345","11.166134","0.000017","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=273638 Win=65536 Len=0"
"346","11.166242","0.000108","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"347","11.166243","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"348","11.166243","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"349","11.166259","0.000016","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=278018 Win=65536 Len=0"
"350","11.166354","0.000095","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"351","11.166355","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"352","11.166355","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"353","11.166371","0.000016","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=282398 Win=65536 Len=0"
"354","11.166457","0.000086","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"355","11.166458","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"356","11.166458","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"357","11.166458","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"358","11.166473","0.000015","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=288238 Win=65536 Len=0"
"359","11.166562","0.000089","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"360","11.166562","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"361","11.166563","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"362","11.166576","0.000013","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=292618 Win=65536 Len=0"
"363","11.166677","0.000101","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"364","11.166677","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"365","11.166678","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"366","11.166678","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"367","11.166693","0.000015","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=298458 Win=65536 Len=0"
"368","11.166791","0.000098","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"369","11.166791","0.000000","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"370","11.166792","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"371","11.166805","0.000013","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=302838 Win=65536 Len=0"
"372","11.166897","0.000092","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"373","11.166898","0.000001","10.0.0.2","192.168.1.10","NBSS","1514","1460","127","NBSS Continuation Message"
"374","11.166910","0.000012","192.168.1.10","10.0.0.2","TCP","54","0","128","49844  >  445 [ACK] Seq=9042 Ack=305758 Win=65536 Len=0"
